X,Y,id,snow.auc,snow.av,2022-07-09,2022-07-19,2022-07-29,2022-08-04,2022-08-13
315135,6763405,1135,0,0,0,0,0,0,0
315145,6763405,1136,0,0,0,0,0,0,0
315155,6763405,1137,0,0,0,0,0,0,0
315165,6763405,1138,0,0,0,0,0,0,0
315175,6763405,1139,0,0,0,0,0,0,0
315185,6763405,1140,0,0,0,0,0,0,0
315195,6763405,1141,0,0,0,0,0,0,0
315205,6763405,1142,0,0,0,0,0,0,0
315215,6763405,1143,0,0,0,0,0,0,0
315225,6763405,1144,0,0,0,0,0,0,0
315235,6763405,1145,0,0,0,0,0,0,0
315245,6763405,1146,0,0,0,0,0,0,0
315255,6763405,1147,0,0,0,0,0,0,0
315265,6763405,1148,0,0,0,0,0,0,0
314875,6763395,1157,0,0,0,0,0,0,0
314885,6763395,1158,0.0015,6e-05,0.0003,0,0,0,0
314895,6763395,1159,0,0,0,0,0,0,0
314905,6763395,1160,0,0,0,0,0,0,0
314915,6763395,1161,0,0,0,0,0,0,0
314925,6763395,1162,0,0,0,0,0,0,0
314935,6763395,1163,0,0,0,0,0,0,0
314945,6763395,1164,0,0,0,0,0,0,0
314955,6763395,1165,0,0,0,0,0,0,0
314965,6763395,1166,0,0,0,0,0,0,0
314975,6763395,1167,0,0,0,0,0,0,0
314985,6763395,1168,0,0,0,0,0,0,0
314995,6763395,1169,0,0,0,0,0,0,0
315005,6763395,1170,0,0,0,0,0,0,0
315015,6763395,1171,0,0,0,0,0,0,0
315025,6763395,1172,0,0,0,0,0,0,0
315035,6763395,1173,0,0,0,0,0,0,0
315045,6763395,1174,0,0,0,0,0,0,0
315055,6763395,1175,0,0,0,0,0,0,0
315065,6763395,1176,0,0,0,0,0,0,0
315075,6763395,1177,0,0,0,0,0,0,0
315085,6763395,1178,0,0,0,0,0,0,0
315095,6763395,1179,0,0,0,0,0,0,0
315105,6763395,1180,0,0,0,0,0,0,0
315115,6763395,1181,0,0,0,0,0,0,0
315125,6763395,1182,0,0,0,0,0,0,0
315135,6763395,1183,0,0,0,0,0,0,0
315145,6763395,1184,0,0,0,0,0,0,0
315155,6763395,1185,0,0,0,0,0,0,0
315165,6763395,1186,0,0,0,0,0,0,0
315175,6763395,1187,0,0,0,0,0,0,0
315185,6763395,1188,0,0,0,0,0,0,0
315195,6763395,1189,0,0,0,0,0,0,0
315205,6763395,1190,0,0,0,0,0,0,0
315215,6763395,1191,0,0,0,0,0,0,0
315225,6763395,1192,0,0,0,0,0,0,0
315235,6763395,1193,0,0,0,0,0,0,0
315245,6763395,1194,0,0,0,0,0,0,0
315255,6763395,1195,0,0,0,0,0,0,0
315265,6763395,1196,0,0,0,0,0,0,0
314865,6763385,1204,0,0,0,0,0,0,0
314875,6763385,1205,0,0,0,0,0,0,0
314885,6763385,1206,0,0,0,0,0,0,0
314895,6763385,1207,0,0,0,0,0,0,0
314905,6763385,1208,0,0,0,0,0,0,0
314915,6763385,1209,0,0,0,0,0,0,0
314925,6763385,1210,0,0,0,0,0,0,0
314935,6763385,1211,0,0,0,0,0,0,0
314945,6763385,1212,0,0,0,0,0,0,0
314955,6763385,1213,0,0,0,0,0,0,0
314965,6763385,1214,0,0,0,0,0,0,0
314975,6763385,1215,0,0,0,0,0,0,0
314985,6763385,1216,0,0,0,0,0,0,0
314995,6763385,1217,0,0,0,0,0,0,0
315005,6763385,1218,0,0,0,0,0,0,0
315015,6763385,1219,0,0,0,0,0,0,0
315025,6763385,1220,0,0,0,0,0,0,0
315035,6763385,1221,0,0,0,0,0,0,0
315045,6763385,1222,0,0,0,0,0,0,0
315055,6763385,1223,0,0,0,0,0,0,0
315065,6763385,1224,0,0,0,0,0,0,0
315075,6763385,1225,0,0,0,0,0,0,0
315085,6763385,1226,0,0,0,0,0,0,0
315095,6763385,1227,0,0,0,0,0,0,0
315105,6763385,1228,0.3775,0.0151,0.0755,0,0,0,0
315115,6763385,1229,0.6445,0.02578,0.1289,0,0,0,0
315125,6763385,1230,0.00025,1e-05,5e-05,0,0,0,0
315135,6763385,1231,0,0,0,0,0,0,0
315145,6763385,1232,0,0,0,0,0,0,0
315155,6763385,1233,0.000375,1.5e-05,7.5e-05,0,0,0,0
315165,6763385,1234,0,0,0,0,0,0,0
315175,6763385,1235,0,0,0,0,0,0,0
315185,6763385,1236,0,0,0,0,0,0,0
315195,6763385,1237,0,0,0,0,0,0,0
315205,6763385,1238,0,0,0,0,0,0,0
315215,6763385,1239,0,0,0,0,0,0,0
315225,6763385,1240,0,0,0,0,0,0,0
315235,6763385,1241,0,0,0,0,0,0,0
315245,6763385,1242,0,0,0,0,0,0,0
315255,6763385,1243,0,0,0,0,0,0,0
314865,6763375,1252,0,0,0,0,0,0,0
314875,6763375,1253,0,0,0,0,0,0,0
314885,6763375,1254,0,0,0,0,0,0,0
314895,6763375,1255,0,0,0,0,0,0,0
314905,6763375,1256,0,0,0,0,0,0,0
314915,6763375,1257,0,0,0,0,0,0,0
314925,6763375,1258,0.000125,5e-06,2.5e-05,0,0,0,0
314935,6763375,1259,0,0,0,0,0,0,0
314945,6763375,1260,0,0,0,0,0,0,0
314955,6763375,1261,0,0,0,0,0,0,0
314965,6763375,1262,0,0,0,0,0,0,0
314975,6763375,1263,0,0,0,0,0,0,0
314985,6763375,1264,0,0,0,0,0,0,0
314995,6763375,1265,0,0,0,0,0,0,0
315005,6763375,1266,0,0,0,0,0,0,0
315015,6763375,1267,0,0,0,0,0,0,0
315025,6763375,1268,0,0,0,0,0,0,0
315035,6763375,1269,0,0,0,0,0,0,0
315045,6763375,1270,0,0,0,0,0,0,0
315055,6763375,1271,0,0,0,0,0,0,0
315065,6763375,1272,0,0,0,0,0,0,0
315075,6763375,1273,0,0,0,0,0,0,0
315085,6763375,1274,0,0,0,0,0,0,0
315095,6763375,1275,0,0,0,0,0,0,0
315105,6763375,1276,1.7538,0.067885,0.32765,0.010675,0.0011,0,0
315115,6763375,1277,8.3629,0.262955,0.95555,0.355675,0.00355,0,0
315125,6763375,1278,3.996875,0.13745,0.574925,0.111825,0.0005,0,0
315135,6763375,1279,0.26475,0.01059,0.05295,0,0,0,0
315145,6763375,1280,0,0,0,0,0,0,0
315155,6763375,1281,0,0,0,0,0,0,0
315165,6763375,1282,0,0,0,0,0,0,0
315175,6763375,1283,0,0,0,0,0,0,0
315185,6763375,1284,0,0,0,0,0,0,0
315195,6763375,1285,0,0,0,0,0,0,0
315205,6763375,1286,0,0,0,0,0,0,0
315215,6763375,1287,0,0,0,0,0,0,0
315225,6763375,1288,0,0,0,0,0,0,0
315235,6763375,1289,0,0,0,0,0,0,0
315245,6763375,1290,0,0,0,0,0,0,0
315255,6763375,1291,0,0,0,0,0,0,0
314865,6763365,1300,0,0,0,0,0,0,0
314875,6763365,1301,0,0,0,0,0,0,0
314885,6763365,1302,0,0,0,0,0,0,0
314895,6763365,1303,0,0,0,0,0,0,0
314905,6763365,1304,0,0,0,0,0,0,0
314915,6763365,1305,0,0,0,0,0,0,0
314925,6763365,1306,0,0,0,0,0,0,0
314935,6763365,1307,0,0,0,0,0,0,0
314945,6763365,1308,0,0,0,0,0,0,0
314955,6763365,1309,0,0,0,0,0,0,0
314965,6763365,1310,0,0,0,0,0,0,0
314975,6763365,1311,0,0,0,0,0,0,0
314985,6763365,1312,0,0,0,0,0,0,0
314995,6763365,1313,0,0,0,0,0,0,0
315005,6763365,1314,0,0,0,0,0,0,0
315015,6763365,1315,0,0,0,0,0,0,0
315025,6763365,1316,0,0,0,0,0,0,0
315035,6763365,1317,0,0,0,0,0,0,0
315045,6763365,1318,0,0,0,0,0,0,0
315055,6763365,1319,0,0,0,0,0,0,0
315065,6763365,1320,0,0,0,0,0,0,0
315075,6763365,1321,0,0,0,0,0,0,0
315085,6763365,1322,0,0,0,0,0,0,0
315095,6763365,1323,0,0,0,0,0,0,0
315105,6763365,1324,0,0,0,0,0,0,0
315115,6763365,1325,1.693525,0.067465,0.335825,0.0012,0.0003,0,0
315125,6763365,1326,5.040725,0.20052,0.996675,0.004975,0.00095,0,0
315135,6763365,1327,2.9415,0.11766,0.5883,0,0,0,0
315145,6763365,1328,0,0,0,0,0,0,0
315155,6763365,1329,0.002875,0.000115,0.000575,0,0,0,0
315165,6763365,1330,0,0,0,0,0,0,0
315175,6763365,1331,0,0,0,0,0,0,0
315185,6763365,1332,0,0,0,0,0,0,0
315195,6763365,1333,0,0,0,0,0,0,0
315205,6763365,1334,0,0,0,0,0,0,0
315215,6763365,1335,0.00075,3e-05,0.00015,0,0,0,0
315225,6763365,1336,0,0,0,0,0,0,0
315235,6763365,1337,0,0,0,0,0,0,0
315245,6763365,1338,0,0,0,0,0,0,0
314855,6763355,1347,0,0,0,0,0,0,0
314865,6763355,1348,0,0,0,0,0,0,0
314875,6763355,1349,0,0,0,0,0,0,0
314885,6763355,1350,0,0,0,0,0,0,0
314895,6763355,1351,0,0,0,0,0,0,0
314905,6763355,1352,0,0,0,0,0,0,0
314915,6763355,1353,0.002,8e-05,0.0004,0,0,0,0
314925,6763355,1354,0,0,0,0,0,0,0
314935,6763355,1355,0,0,0,0,0,0,0
314945,6763355,1356,0,0,0,0,0,0,0
314955,6763355,1357,0,0,0,0,0,0,0
314965,6763355,1358,0,0,0,0,0,0,0
314975,6763355,1359,0,0,0,0,0,0,0
314985,6763355,1360,0,0,0,0,0,0,0
314995,6763355,1361,0,0,0,0,0,0,0
315005,6763355,1362,0,0,0,0,0,0,0
315015,6763355,1363,0,0,0,0,0,0,0
315025,6763355,1364,0,0,0,0,0,0,0
315035,6763355,1365,0,0,0,0,0,0,0
315045,6763355,1366,0,0,0,0,0,0,0
315055,6763355,1367,0,0,0,0,0,0,0
315065,6763355,1368,0,0,0,0,0,0,0
315075,6763355,1369,0,0,0,0,0,0,0
315085,6763355,1370,0,0,0,0,0,0,0
315095,6763355,1371,0,0,0,0,0,0,0
315105,6763355,1372,0,0,0,0,0,0,0
315115,6763355,1373,0.01875,0.00075,0.00375,0,0,0,0
315125,6763355,1374,4.09975,0.16399,0.81995,0,0,0,0
315135,6763355,1375,1.2355,0.04942,0.2471,0,0,0,0
315145,6763355,1376,0,0,0,0,0,0,0
315155,6763355,1377,0,0,0,0,0,0,0
315165,6763355,1378,0,0,0,0,0,0,0
315175,6763355,1379,0,0,0,0,0,0,0
315185,6763355,1380,0,0,0,0,0,0,0
315195,6763355,1381,0,0,0,0,0,0,0
315205,6763355,1382,0,0,0,0,0,0,0
315215,6763355,1383,0,0,0,0,0,0,0
315225,6763355,1384,0,0,0,0,0,0,0
315235,6763355,1385,0,0,0,0,0,0,0
315245,6763355,1386,0,0,0,0,0,0,0
314855,6763345,1395,0,0,0,0,0,0,0
314865,6763345,1396,0,0,0,0,0,0,0
314875,6763345,1397,0,0,0,0,0,0,0
314885,6763345,1398,0,0,0,0,0,0,0
314895,6763345,1399,0,0,0,0,0,0,0
314905,6763345,1400,0,0,0,0,0,0,0
314915,6763345,1401,0,0,0,0,0,0,0
314925,6763345,1402,0,0,0,0,0,0,0
314935,6763345,1403,0,0,0,0,0,0,0
314945,6763345,1404,0,0,0,0,0,0,0
314955,6763345,1405,0,0,0,0,0,0,0
314965,6763345,1406,0,0,0,0,0,0,0
314975,6763345,1407,0,0,0,0,0,0,0
314985,6763345,1408,0,0,0,0,0,0,0
314995,6763345,1409,0,0,0,0,0,0,0
315005,6763345,1410,0,0,0,0,0,0,0
315015,6763345,1411,0,0,0,0,0,0,0
315025,6763345,1412,0,0,0,0,0,0,0
315035,6763345,1413,0,0,0,0,0,0,0
315045,6763345,1414,0,0,0,0,0,0,0
315055,6763345,1415,0,0,0,0,0,0,0
315065,6763345,1416,0,0,0,0,0,0,0
315075,6763345,1417,0,0,0,0,0,0,0
315085,6763345,1418,0,0,0,0,0,0,0
315095,6763345,1419,0,0,0,0,0,0,0
315105,6763345,1420,0,0,0,0,0,0,0
315115,6763345,1421,0,0,0,0,0,0,0
315125,6763345,1422,0.2475,0.0099,0.0495,0,0,0,0
315135,6763345,1423,0,0,0,0,0,0,0
315145,6763345,1424,0,0,0,0,0,0,0
315155,6763345,1425,0,0,0,0,0,0,0
315165,6763345,1426,0,0,0,0,0,0,0
315175,6763345,1427,0,0,0,0,0,0,0
315185,6763345,1428,0,0,0,0,0,0,0
315195,6763345,1429,0,0,0,0,0,0,0
315205,6763345,1430,0,0,0,0,0,0,0
315215,6763345,1431,0,0,0,0,0,0,0
315225,6763345,1432,0,0,0,0,0,0,0
315235,6763345,1433,0,0,0,0,0,0,0
314845,6763335,1442,0,0,0,0,0,0,0
314855,6763335,1443,0,0,0,0,0,0,0
314865,6763335,1444,0,0,0,0,0,0,0
314875,6763335,1445,0,0,0,0,0,0,0
314885,6763335,1446,0,0,0,0,0,0,0
314895,6763335,1447,0,0,0,0,0,0,0
314905,6763335,1448,0,0,0,0,0,0,0
314915,6763335,1449,0,0,0,0,0,0,0
314925,6763335,1450,0,0,0,0,0,0,0
314935,6763335,1451,0,0,0,0,0,0,0
314945,6763335,1452,0,0,0,0,0,0,0
314955,6763335,1453,0,0,0,0,0,0,0
314965,6763335,1454,0,0,0,0,0,0,0
314975,6763335,1455,0,0,0,0,0,0,0
314985,6763335,1456,0,0,0,0,0,0,0
314995,6763335,1457,0,0,0,0,0,0,0
315005,6763335,1458,0,0,0,0,0,0,0
315015,6763335,1459,0,0,0,0,0,0,0
315025,6763335,1460,0,0,0,0,0,0,0
315035,6763335,1461,0,0,0,0,0,0,0
315045,6763335,1462,0,0,0,0,0,0,0
315055,6763335,1463,0,0,0,0,0,0,0
315065,6763335,1464,0,0,0,0,0,0,0
315075,6763335,1465,0,0,0,0,0,0,0
315085,6763335,1466,0,0,0,0,0,0,0
315095,6763335,1467,0,0,0,0,0,0,0
315105,6763335,1468,0,0,0,0,0,0,0
315115,6763335,1469,0,0,0,0,0,0,0
315125,6763335,1470,0,0,0,0,0,0,0
315135,6763335,1471,0,0,0,0,0,0,0
315145,6763335,1472,0,0,0,0,0,0,0
315155,6763335,1473,0,0,0,0,0,0,0
315165,6763335,1474,0,0,0,0,0,0,0
315175,6763335,1475,0,0,0,0,0,0,0
315185,6763335,1476,0,0,0,0,0,0,0
315195,6763335,1477,0,0,0,0,0,0,0
315205,6763335,1478,0,0,0,0,0,0,0
315215,6763335,1479,0,0,0,0,0,0,0
315225,6763335,1480,0,0,0,0,0,0,0
315235,6763335,1481,0,0,0,0,0,0,0
314845,6763325,1490,0,0,0,0,0,0,0
314855,6763325,1491,0,0,0,0,0,0,0
314865,6763325,1492,0,0,0,0,0,0,0
314875,6763325,1493,0,0,0,0,0,0,0
314885,6763325,1494,0,0,0,0,0,0,0
314895,6763325,1495,0,0,0,0,0,0,0
314905,6763325,1496,0,0,0,0,0,0,0
314915,6763325,1497,0,0,0,0,0,0,0
314925,6763325,1498,0,0,0,0,0,0,0
314935,6763325,1499,0,0,0,0,0,0,0
314945,6763325,1500,0,0,0,0,0,0,0
314955,6763325,1501,0,0,0,0,0,0,0
314965,6763325,1502,0,0,0,0,0,0,0
314975,6763325,1503,0,0,0,0,0,0,0
314985,6763325,1504,0,0,0,0,0,0,0
314995,6763325,1505,0,0,0,0,0,0,0
315005,6763325,1506,0,0,0,0,0,0,0
315015,6763325,1507,0,0,0,0,0,0,0
315025,6763325,1508,0,0,0,0,0,0,0
315035,6763325,1509,0,0,0,0,0,0,0
315045,6763325,1510,0,0,0,0,0,0,0
315055,6763325,1511,0,0,0,0,0,0,0
315065,6763325,1512,0,0,0,0,0,0,0
315075,6763325,1513,0,0,0,0,0,0,0
315085,6763325,1514,0,0,0,0,0,0,0
315095,6763325,1515,0,0,0,0,0,0,0
315105,6763325,1516,0,0,0,0,0,0,0
315115,6763325,1517,0,0,0,0,0,0,0
315125,6763325,1518,0,0,0,0,0,0,0
315135,6763325,1519,0,0,0,0,0,0,0
315145,6763325,1520,0,0,0,0,0,0,0
315155,6763325,1521,0,0,0,0,0,0,0
315165,6763325,1522,0,0,0,0,0,0,0
315175,6763325,1523,0,0,0,0,0,0,0
315185,6763325,1524,0,0,0,0,0,0,0
315195,6763325,1525,0,0,0,0,0,0,0
315205,6763325,1526,0,0,0,0,0,0,0
315215,6763325,1527,0,0,0,0,0,0,0
315225,6763325,1528,0,0,0,0,0,0,0
314865,6763315,1540,0,0,0,0,0,0,0
314875,6763315,1541,0,0,0,0,0,0,0
314885,6763315,1542,0,0,0,0,0,0,0
314895,6763315,1543,0,0,0,0,0,0,0
314905,6763315,1544,0,0,0,0,0,0,0
314915,6763315,1545,0,0,0,0,0,0,0
314925,6763315,1546,0,0,0,0,0,0,0
314935,6763315,1547,0,0,0,0,0,0,0
314945,6763315,1548,0,0,0,0,0,0,0
314955,6763315,1549,0,0,0,0,0,0,0
314965,6763315,1550,0,0,0,0,0,0,0
314975,6763315,1551,0,0,0,0,0,0,0
314985,6763315,1552,0,0,0,0,0,0,0
314995,6763315,1553,0,0,0,0,0,0,0
315005,6763315,1554,0,0,0,0,0,0,0
315015,6763315,1555,0,0,0,0,0,0,0
315025,6763315,1556,0,0,0,0,0,0,0
315035,6763315,1557,0,0,0,0,0,0,0
315045,6763315,1558,0,0,0,0,0,0,0
315055,6763315,1559,0,0,0,0,0,0,0
315065,6763315,1560,0,0,0,0,0,0,0
315075,6763315,1561,0,0,0,0,0,0,0
315085,6763315,1562,0,0,0,0,0,0,0
315095,6763315,1563,0,0,0,0,0,0,0
315105,6763315,1564,0,0,0,0,0,0,0
315115,6763315,1565,0,0,0,0,0,0,0
315125,6763315,1566,0,0,0,0,0,0,0
315135,6763315,1567,0,0,0,0,0,0,0
315145,6763315,1568,0,0,0,0,0,0,0
315155,6763315,1569,0,0,0,0,0,0,0
315165,6763315,1570,0,0,0,0,0,0,0
315175,6763315,1571,0,0,0,0,0,0,0
315185,6763315,1572,0,0,0,0,0,0,0
315195,6763315,1573,0,0,0,0,0,0,0
315205,6763315,1574,0,0,0,0,0,0,0
315215,6763315,1575,0,0,0,0,0,0,0
315225,6763315,1576,0,0,0,0,0,0,0
314885,6763305,1590,0,0,0,0,0,0,0
314895,6763305,1591,0,0,0,0,0,0,0
314905,6763305,1592,0,0,0,0,0,0,0
314915,6763305,1593,0,0,0,0,0,0,0
314925,6763305,1594,0,0,0,0,0,0,0
314935,6763305,1595,0,0,0,0,0,0,0
314945,6763305,1596,0,0,0,0,0,0,0
314955,6763305,1597,0,0,0,0,0,0,0
314965,6763305,1598,0,0,0,0,0,0,0
314975,6763305,1599,0,0,0,0,0,0,0
314985,6763305,1600,0,0,0,0,0,0,0
314995,6763305,1601,0,0,0,0,0,0,0
315005,6763305,1602,0,0,0,0,0,0,0
315015,6763305,1603,0,0,0,0,0,0,0
315025,6763305,1604,0,0,0,0,0,0,0
315035,6763305,1605,0,0,0,0,0,0,0
315045,6763305,1606,0,0,0,0,0,0,0
315055,6763305,1607,0,0,0,0,0,0,0
315065,6763305,1608,0,0,0,0,0,0,0
315075,6763305,1609,0,0,0,0,0,0,0
315085,6763305,1610,0,0,0,0,0,0,0
315095,6763305,1611,0,0,0,0,0,0,0
315105,6763305,1612,0,0,0,0,0,0,0
315115,6763305,1613,0,0,0,0,0,0,0
315125,6763305,1614,0,0,0,0,0,0,0
315135,6763305,1615,0,0,0,0,0,0,0
315145,6763305,1616,0,0,0,0,0,0,0
315155,6763305,1617,0,0,0,0,0,0,0
315165,6763305,1618,0.239,0.00956,0.0478,0,0,0,0
315175,6763305,1619,0,0,0,0,0,0,0
315185,6763305,1620,0,0,0,0,0,0,0
315195,6763305,1621,0,0,0,0,0,0,0
315205,6763305,1622,0,0,0,0,0,0,0
315215,6763305,1623,0,0,0,0,0,0,0
314905,6763295,1640,0,0,0,0,0,0,0
314915,6763295,1641,0,0,0,0,0,0,0
314925,6763295,1642,0,0,0,0,0,0,0
314935,6763295,1643,0,0,0,0,0,0,0
314945,6763295,1644,0,0,0,0,0,0,0
314955,6763295,1645,0,0,0,0,0,0,0
314965,6763295,1646,0,0,0,0,0,0,0
314975,6763295,1647,0,0,0,0,0,0,0
314985,6763295,1648,0,0,0,0,0,0,0
314995,6763295,1649,0,0,0,0,0,0,0
315005,6763295,1650,0,0,0,0,0,0,0
315015,6763295,1651,0,0,0,0,0,0,0
315025,6763295,1652,0,0,0,0,0,0,0
315035,6763295,1653,0,0,0,0,0,0,0
315045,6763295,1654,0,0,0,0,0,0,0
315055,6763295,1655,0,0,0,0,0,0,0
315065,6763295,1656,0,0,0,0,0,0,0
315075,6763295,1657,0,0,0,0,0,0,0
315085,6763295,1658,0,0,0,0,0,0,0
315095,6763295,1659,0,0,0,0,0,0,0
315105,6763295,1660,0,0,0,0,0,0,0
315115,6763295,1661,0,0,0,0,0,0,0
315125,6763295,1662,0,0,0,0,0,0,0
315135,6763295,1663,0,0,0,0,0,0,0
315145,6763295,1664,0,0,0,0,0,0,0
315155,6763295,1665,0.000625,2.5e-05,0.000125,0,0,0,0
315165,6763295,1666,1.196875,0.047875,0.239375,0,0,0,0
315175,6763295,1667,0,0,0,0,0,0,0
315185,6763295,1668,0,0,0,0,0,0,0
315195,6763295,1669,0,0,0,0,0,0,0
315205,6763295,1670,0,0,0,0,0,0,0
314925,6763285,1690,0,0,0,0,0,0,0
314935,6763285,1691,0,0,0,0,0,0,0
314945,6763285,1692,0,0,0,0,0,0,0
314955,6763285,1693,0,0,0,0,0,0,0
314965,6763285,1694,0,0,0,0,0,0,0
314975,6763285,1695,0,0,0,0,0,0,0
314985,6763285,1696,0,0,0,0,0,0,0
314995,6763285,1697,0,0,0,0,0,0,0
315005,6763285,1698,0,0,0,0,0,0,0
315015,6763285,1699,0,0,0,0,0,0,0
315025,6763285,1700,0,0,0,0,0,0,0
315035,6763285,1701,0,0,0,0,0,0,0
315045,6763285,1702,0,0,0,0,0,0,0
315055,6763285,1703,0,0,0,0,0,0,0
315065,6763285,1704,0,0,0,0,0,0,0
315075,6763285,1705,0,0,0,0,0,0,0
315085,6763285,1706,0,0,0,0,0,0,0
315095,6763285,1707,0,0,0,0,0,0,0
315105,6763285,1708,0,0,0,0,0,0,0
315115,6763285,1709,0,0,0,0,0,0,0
315125,6763285,1710,0,0,0,0,0,0,0
315135,6763285,1711,0,0,0,0,0,0,0
315145,6763285,1712,0,0,0,0,0,0,0
315155,6763285,1713,0,0,0,0,0,0,0
315165,6763285,1714,0.005375,0.000215,0.001075,0,0,0,0
315175,6763285,1715,0,0,0,0,0,0,0
315185,6763285,1716,0,0,0,0,0,0,0
315195,6763285,1717,0,0,0,0,0,0,0
315205,6763285,1718,0,0,0,0,0,0,0
314945,6763275,1740,0,0,0,0,0,0,0
314955,6763275,1741,0,0,0,0,0,0,0
314965,6763275,1742,0,0,0,0,0,0,0
314975,6763275,1743,0,0,0,0,0,0,0
314985,6763275,1744,0,0,0,0,0,0,0
314995,6763275,1745,0,0,0,0,0,0,0
315005,6763275,1746,0,0,0,0,0,0,0
315015,6763275,1747,0,0,0,0,0,0,0
315025,6763275,1748,0,0,0,0,0,0,0
315035,6763275,1749,0,0,0,0,0,0,0
315045,6763275,1750,0,0,0,0,0,0,0
315055,6763275,1751,0,0,0,0,0,0,0
315065,6763275,1752,0,0,0,0,0,0,0
315075,6763275,1753,0,0,0,0,0,0,0
315085,6763275,1754,0,0,0,0,0,0,0
315095,6763275,1755,0,0,0,0,0,0,0
315105,6763275,1756,0,0,0,0,0,0,0
315115,6763275,1757,0,0,0,0,0,0,0
315125,6763275,1758,0,0,0,0,0,0,0
315135,6763275,1759,0,0,0,0,0,0,0
315145,6763275,1760,0.010875,0.000435,0.002175,0,0,0,0
315155,6763275,1761,0.000125,5e-06,2.5e-05,0,0,0,0
315165,6763275,1762,0,0,0,0,0,0,0
315175,6763275,1763,0,0,0,0,0,0,0
315185,6763275,1764,0,0,0,0,0,0,0
315195,6763275,1765,0,0,0,0,0,0,0
314965,6763265,1790,0,0,0,0,0,0,0
314975,6763265,1791,0,0,0,0,0,0,0
314985,6763265,1792,0,0,0,0,0,0,0
314995,6763265,1793,0,0,0,0,0,0,0
315005,6763265,1794,0,0,0,0,0,0,0
315015,6763265,1795,0,0,0,0,0,0,0
315025,6763265,1796,0,0,0,0,0,0,0
315035,6763265,1797,0,0,0,0,0,0,0
315045,6763265,1798,0,0,0,0,0,0,0
315055,6763265,1799,0,0,0,0,0,0,0
315065,6763265,1800,0,0,0,0,0,0,0
315075,6763265,1801,0,0,0,0,0,0,0
315085,6763265,1802,0,0,0,0,0,0,0
315095,6763265,1803,0,0,0,0,0,0,0
315105,6763265,1804,0,0,0,0,0,0,0
315115,6763265,1805,0,0,0,0,0,0,0
315125,6763265,1806,0,0,0,0,0,0,0
315135,6763265,1807,1.013375,0.040535,0.202675,0,0,0,0
315145,6763265,1808,1.704875,0.068195,0.340975,0,0,0,0
315155,6763265,1809,0.00025,1e-05,5e-05,0,0,0,0
315165,6763265,1810,0,0,0,0,0,0,0
315175,6763265,1811,0,0,0,0,0,0,0
315185,6763265,1812,0,0,0,0,0,0,0
315195,6763265,1813,0,0,0,0,0,0,0
314985,6763255,1840,0,0,0,0,0,0,0
314995,6763255,1841,0,0,0,0,0,0,0
315005,6763255,1842,0,0,0,0,0,0,0
315015,6763255,1843,0,0,0,0,0,0,0
315025,6763255,1844,0,0,0,0,0,0,0
315035,6763255,1845,0,0,0,0,0,0,0
315045,6763255,1846,0,0,0,0,0,0,0
315055,6763255,1847,0,0,0,0,0,0,0
315065,6763255,1848,0,0,0,0,0,0,0
315075,6763255,1849,0,0,0,0,0,0,0
315085,6763255,1850,0,0,0,0,0,0,0
315095,6763255,1851,0,0,0,0,0,0,0
315105,6763255,1852,0,0,0,0,0,0,0
315115,6763255,1853,0,0,0,0,0,0,0
315125,6763255,1854,1.17,0.0468,0.234,0,0,0,0
315135,6763255,1855,2.474875,0.098995,0.494975,0,0,0,0
315145,6763255,1856,0.237125,0.009485,0.047425,0,0,0,0
315155,6763255,1857,0.0015,6e-05,0.0003,0,0,0,0
315165,6763255,1858,0,0,0,0,0,0,0
315175,6763255,1859,0,0,0,0,0,0,0
315185,6763255,1860,0,0,0,0,0,0,0
315005,6763245,1890,0,0,0,0,0,0,0
315015,6763245,1891,0,0,0,0,0,0,0
315025,6763245,1892,0,0,0,0,0,0,0
315035,6763245,1893,0,0,0,0,0,0,0
315045,6763245,1894,0,0,0,0,0,0,0
315055,6763245,1895,0,0,0,0,0,0,0
315065,6763245,1896,0,0,0,0,0,0,0
315075,6763245,1897,0,0,0,0,0,0,0
315085,6763245,1898,0,0,0,0,0,0,0
315095,6763245,1899,0,0,0,0,0,0,0
315105,6763245,1900,0,0,0,0,0,0,0
315115,6763245,1901,0.00175,7e-05,0.00035,0,0,0,0
315125,6763245,1902,0.302375,0.012095,0.060475,0,0,0,0
315135,6763245,1903,0,0,0,0,0,0,0
315145,6763245,1904,0,0,0,0,0,0,0
315155,6763245,1905,0,0,0,0,0,0,0
315165,6763245,1906,0,0,0,0,0,0,0
315175,6763245,1907,0,0,0,0,0,0,0
315185,6763245,1908,0,0,0,0,0,0,0
315025,6763235,1940,0,0,0,0,0,0,0
315035,6763235,1941,0,0,0,0,0,0,0
315045,6763235,1942,0,0,0,0,0,0,0
315055,6763235,1943,0,0,0,0,0,0,0
315065,6763235,1944,0,0,0,0,0,0,0
315075,6763235,1945,0,0,0,0,0,0,0
315085,6763235,1946,0,0,0,0,0,0,0
315095,6763235,1947,0,0,0,0,0,0,0
315105,6763235,1948,0.16075,0.00626,0.03045,0.00085,0,0,0
315115,6763235,1949,0.874375,0.034975,0.174875,0,0,0,0
315125,6763235,1950,0.00225,9e-05,0.00045,0,0,0,0
315135,6763235,1951,0,0,0,0,0,0,0
315145,6763235,1952,0,0,0,0,0,0,0
