"";"id";"ndvi_mx";"ndv_mx_";"2023-07-02";"2023-07-12";"2023-07-18";"2023-07-26";"tot.pixels";"geometry";"snow.persist"
"407";407;0,412049748738355;2023-08-15;0,004525;0;0;0;40000;list(c(639390, 639390, 639380, 639380, 639390, 7691710, 7691700, 7691700, 7691710, 7691710));0,00113125
"408";408;0,415587763141957;2023-08-15;0,062475;0;0;0;40000;list(c(639400, 639400, 639390, 639390, 639400, 7691710, 7691700, 7691700, 7691710, 7691710));0,01561875
"409";409;0,421703915708349;2023-08-15;0,755025;0,000025;0;0;40000;list(c(639410, 639410, 639400, 639400, 639410, 7691710, 7691700, 7691700, 7691710, 7691710));0,1887625
"410";410;0,43948592581728;2023-08-14;1;0;0;0;40000;list(c(639420, 639420, 639410, 639410, 639420, 7691710, 7691700, 7691700, 7691710, 7691710));0,25
"411";411;0,463534280046588;2023-08-15;1;0,000275;0,00015;0;40000;list(c(639430, 639430, 639420, 639420, 639430, 7691710, 7691700, 7691700, 7691710, 7691710));0,25010625
"412";412;0,460507782059722;2023-08-17;1;0;0;0;40000;list(c(639440, 639440, 639430, 639430, 639440, 7691710, 7691700, 7691700, 7691710, 7691710));0,25
"413";413;0,44952993078914;2023-08-17;1;0,0173;0,0002;0;40000;list(c(639450, 639450, 639440, 639440, 639450, 7691710, 7691700, 7691700, 7691710, 7691710));0,254375
"414";414;0,438921167238732;2023-08-16;0,99985;0,022325;0;0;40000;list(c(639460, 639460, 639450, 639450, 639460, 7691710, 7691700, 7691700, 7691710, 7691710));0,25554375
"415";415;0,446248377294978;2023-08-15;1;0,000325;0,00005;0;40000;list(c(639470, 639470, 639460, 639460, 639470, 7691710, 7691700, 7691700, 7691710, 7691710));0,25009375
"416";416;0,455554129701341;2023-08-15;1;0,000325;0,0001;0;40000;list(c(639480, 639480, 639470, 639470, 639480, 7691710, 7691700, 7691700, 7691710, 7691710));0,25010625
"417";417;0,455722929807962;2023-08-15;1;0,000325;0,00045;0;40000;list(c(639490, 639490, 639480, 639480, 639490, 7691710, 7691700, 7691700, 7691710, 7691710));0,25019375
"418";418;0,440600502348389;2023-08-16;NA;NA;NA;NA;NA;list(c(639500, 639500, 639490, 639490, 639500, 7691710, 7691700, 7691700, 7691710, 7691710));NA
"419";419;0,43164165217604;2023-08-16;NA;NA;NA;NA;NA;list(c(639510, 639510, 639500, 639500, 639510, 7691710, 7691700, 7691700, 7691710, 7691710));NA
"420";420;0,399610729538836;2023-08-16;NA;NA;NA;NA;NA;list(c(639520, 639520, 639510, 639510, 639520, 7691710, 7691700, 7691700, 7691710, 7691710));NA
"421";421;0,449564431211911;2023-08-18;NA;NA;NA;NA;NA;list(c(639180, 639180, 639170, 639170, 639180, 7691700, 7691690, 7691690, 7691700, 7691700));NA
"422";422;0,441793906284147;2023-08-18;NA;NA;NA;NA;NA;list(c(639190, 639190, 639180, 639180, 639190, 7691700, 7691690, 7691690, 7691700, 7691700));NA
"423";423;0,441208595839271;2023-08-19;NA;NA;NA;NA;NA;list(c(639200, 639200, 639190, 639190, 639200, 7691700, 7691690, 7691690, 7691700, 7691700));NA
"424";424;0,416732234371011;2023-08-17;NA;NA;NA;NA;NA;list(c(639210, 639210, 639200, 639200, 639210, 7691700, 7691690, 7691690, 7691700, 7691700));NA
"425";425;0,38147077918984;2023-08-16;NA;NA;NA;NA;NA;list(c(639220, 639220, 639210, 639210, 639220, 7691700, 7691690, 7691690, 7691700, 7691700));NA
"426";426;0,352567884969176;2023-08-19;NA;NA;NA;NA;NA;list(c(639230, 639230, 639220, 639220, 639230, 7691700, 7691690, 7691690, 7691700, 7691700));NA
"427";427;0,263325354681001;2023-08-22;NA;NA;NA;NA;NA;list(c(639240, 639240, 639230, 639230, 639240, 7691700, 7691690, 7691690, 7691700, 7691700));NA
"428";428;0,188871934962663;2023-08-24;0,9768;0,02615;0,001275;0,1094;40000;list(c(639250, 639250, 639240, 639240, 639250, 7691700, 7691690, 7691690, 7691700, 7691700));0,27840625
"429";429;0,169481288790848;2023-08-24;0,979575;0,016275;0,0031;0,126225;40000;list(c(639260, 639260, 639250, 639250, 639260, 7691700, 7691690, 7691690, 7691700, 7691700));0,28129375
"430";430;0,27473189894954;2023-08-21;0,999950248756219;0,0124129353233831;0,0651990049751244;0,036865671641791;40200;list(c(639270, 639270, 639260, 639260, 639270, 7691700, 7691690, 7691690, 7691700, 7691700));0,278606965174129
"431";431;0,352069266220497;2023-08-22;1;0,0046;0,0833;0;40000;list(c(639280, 639280, 639270, 639270, 639280, 7691700, 7691690, 7691690, 7691700, 7691700));0,271975
"432";432;0,359307702485239;2023-08-21;0,997525;0,016475;0,005925;0;40000;list(c(639290, 639290, 639280, 639280, 639290, 7691700, 7691690, 7691690, 7691700, 7691700));0,25498125
"433";433;0,367250624665758;2023-08-20;0,991975;0,058025;0;0;40000;list(c(639300, 639300, 639290, 639290, 639300, 7691700, 7691690, 7691690, 7691700, 7691700));0,2625
"434";434;0,342890127802093;2023-08-22;1;0,0686;0,01615;0,003525;40000;list(c(639310, 639310, 639300, 639300, 639310, 7691700, 7691690, 7691690, 7691700, 7691700));0,27206875
"435";435;0,310389245794795;2023-08-24;1;0,0431;0,00355;0,162825;40000;list(c(639320, 639320, 639310, 639310, 639320, 7691700, 7691690, 7691690, 7691700, 7691700));0,30236875
"436";436;0,340092797108809;2023-08-24;0,999425;0,104975;0,0696;0,2074;40000;list(c(639330, 639330, 639320, 639320, 639330, 7691700, 7691690, 7691690, 7691700, 7691700));0,34535
"437";437;0,382019642762316;2023-08-25;0,944175;0,01855;0,01335;0,073125;40000;list(c(639340, 639340, 639330, 639330, 639340, 7691700, 7691690, 7691690, 7691700, 7691700));0,2623
"438";438;0,43101311007922;2023-08-23;0,3745;0,004575;0,001125;0,01195;40000;list(c(639350, 639350, 639340, 639340, 639350, 7691700, 7691690, 7691690, 7691700, 7691700));0,0980375
"439";439;0,44523455016315;2023-08-19;0,000025;0;0;0;40000;list(c(639360, 639360, 639350, 639350, 639360, 7691700, 7691690, 7691690, 7691700, 7691700));0,00000625
"440";440;0,424287773552351;2023-08-17;0,00005;0;0;0;40000;list(c(639370, 639370, 639360, 639360, 639370, 7691700, 7691690, 7691690, 7691700, 7691700));0,0000125
"441";441;0,424092622371973;2023-08-16;0,038925;0;0;0;40000;list(c(639380, 639380, 639370, 639370, 639380, 7691700, 7691690, 7691690, 7691700, 7691700));0,00973125
"442";442;0,430160372445243;2023-08-16;0,034175;0;0;0;40000;list(c(639390, 639390, 639380, 639380, 639390, 7691700, 7691690, 7691690, 7691700, 7691700));0,00854375
"443";443;0,426787333286484;2023-08-16;0,24685;0;0,000025;0;40000;list(c(639400, 639400, 639390, 639390, 639400, 7691700, 7691690, 7691690, 7691700, 7691700));0,06171875
"444";444;0,438002484603203;2023-08-15;0,955625;0;0;0;40000;list(c(639410, 639410, 639400, 639400, 639410, 7691700, 7691690, 7691690, 7691700, 7691700));0,23890625
"445";445;0,424297464851406;2023-08-14;0,9216;0;0;0;40000;list(c(639420, 639420, 639410, 639410, 639420, 7691700, 7691690, 7691690, 7691700, 7691700));0,2304
"446";446;0,428070101421326;2023-08-14;0,98195;0,000825;0,000025;0;40000;list(c(639430, 639430, 639420, 639420, 639430, 7691700, 7691690, 7691690, 7691700, 7691700));0,2457
"447";447;0,444909363824991;2023-08-15;1;0,000075;0;0;40000;list(c(639440, 639440, 639430, 639430, 639440, 7691700, 7691690, 7691690, 7691700, 7691700));0,25001875
"448";448;0,447605755674886;2023-08-15;0,9809;0;0;0;40000;list(c(639450, 639450, 639440, 639440, 639450, 7691700, 7691690, 7691690, 7691700, 7691700));0,245225
"449";449;0,43909897141566;2023-08-15;0,999425;0;0;0;40000;list(c(639460, 639460, 639450, 639450, 639460, 7691700, 7691690, 7691690, 7691700, 7691700));0,24985625
"450";450;0,440776622708654;2023-08-14;1;0;0;0;40000;list(c(639470, 639470, 639460, 639460, 639470, 7691700, 7691690, 7691690, 7691700, 7691700));0,25
"451";451;0,454943752381951;2023-08-13;1;0;0;0;40000;list(c(639480, 639480, 639470, 639470, 639480, 7691700, 7691690, 7691690, 7691700, 7691700));0,25
"452";452;0,447600961182616;2023-08-14;1;0,000375;0,00035;0;40000;list(c(639490, 639490, 639480, 639480, 639490, 7691700, 7691690, 7691690, 7691700, 7691700));0,25018125
"453";453;0,422647785992012;2023-08-14;NA;NA;NA;NA;NA;list(c(639500, 639500, 639490, 639490, 639500, 7691700, 7691690, 7691690, 7691700, 7691700));NA
"454";454;0,438642088905908;2023-08-14;NA;NA;NA;NA;NA;list(c(639510, 639510, 639500, 639500, 639510, 7691700, 7691690, 7691690, 7691700, 7691700));NA
"455";455;0,451133843496791;2023-08-14;NA;NA;NA;NA;NA;list(c(639520, 639520, 639510, 639510, 639520, 7691700, 7691690, 7691690, 7691700, 7691700));NA
"456";456;0,466281670625904;2023-08-18;NA;NA;NA;NA;NA;list(c(639180, 639180, 639170, 639170, 639180, 7691690, 7691680, 7691680, 7691690, 7691690));NA
"457";457;0,457488041531178;2023-08-18;NA;NA;NA;NA;NA;list(c(639190, 639190, 639180, 639180, 639190, 7691690, 7691680, 7691680, 7691690, 7691690));NA
"458";458;0,460373682275531;2023-08-19;NA;NA;NA;NA;NA;list(c(639200, 639200, 639190, 639190, 639200, 7691690, 7691680, 7691680, 7691690, 7691690));NA
"459";459;0,428947550193698;2023-08-17;NA;NA;NA;NA;NA;list(c(639210, 639210, 639200, 639200, 639210, 7691690, 7691680, 7691680, 7691690, 7691690));NA
"460";460;0,428814296930796;2023-08-19;NA;NA;NA;NA;NA;list(c(639220, 639220, 639210, 639210, 639220, 7691690, 7691680, 7691680, 7691690, 7691690));NA
"461";461;0,432258281522081;2023-08-19;NA;NA;NA;NA;NA;list(c(639230, 639230, 639220, 639220, 639230, 7691690, 7691680, 7691680, 7691690, 7691690));NA
"462";462;0,407031982547778;2023-08-19;NA;NA;NA;NA;NA;list(c(639240, 639240, 639230, 639230, 639240, 7691690, 7691680, 7691680, 7691690, 7691690));NA
"463";463;0,360554325336125;2023-08-19;0,0893283582089552;0;0;0;40200;list(c(639250, 639250, 639240, 639240, 639250, 7691690, 7691680, 7691680, 7691690, 7691690));0,0223320895522388
"464";464;0,342931036124355;2023-08-22;0,0191293532338308;0;0;0;40200;list(c(639260, 639260, 639250, 639250, 639260, 7691690, 7691680, 7691680, 7691690, 7691690));0,00478233830845771
"465";465;0,366210208776465;2023-08-20;0,12306626073612;0;0;0;40401;list(c(639270, 639270, 639260, 639260, 639270, 7691690, 7691680, 7691680, 7691690, 7691690));0,0307665651840301
"466";466;0,392471446328273;2023-08-18;0,422189054726368;0;0;0;40200;list(c(639280, 639280, 639270, 639270, 639280, 7691690, 7691680, 7691680, 7691690, 7691690));0,105547263681592
"467";467;0,398079092803528;2023-08-19;0,368830845771144;0;0;0;40200;list(c(639290, 639290, 639280, 639280, 639290, 7691690, 7691680, 7691680, 7691690, 7691690));0,0922077114427861
"468";468;0,354897946104757;2023-08-18;0,881766169154229;0;0;0;40200;list(c(639300, 639300, 639290, 639290, 639300, 7691690, 7691680, 7691680, 7691690, 7691690));0,220441542288557
"469";469;0,303913780626317;2023-08-23;1;0,00027363184079602;0;0,0000746268656716418;40200;list(c(639310, 639310, 639300, 639300, 639310, 7691690, 7691680, 7691680, 7691690, 7691690));0,250087064676617
"470";470;0,265775556552398;2023-08-22;0,650721393034826;0,00248756218905473;0,00027363184079602;0;40200;list(c(639320, 639320, 639310, 639310, 639320, 7691690, 7691680, 7691680, 7691690, 7691690));0,163370646766169
"471";471;0,276673517990275;2023-08-22;0,578159203980099;0,0101741293532338;0,00166666666666667;0,0133333333333333;40200;list(c(639330, 639330, 639320, 639320, 639330, 7691690, 7691680, 7691680, 7691690, 7691690));0,150833333333333
"472";472;0,290900013613282;2023-08-27;0,859154228855721;0,0585572139303483;0,021044776119403;0,0681094527363184;40200;list(c(639340, 639340, 639330, 639330, 639340, 7691690, 7691680, 7691680, 7691690, 7691690));0,251716417910448
"473";473;0,386205989918381;2023-08-25;0,943109452736318;0,0422885572139304;0,0226119402985075;0,0597512437810945;40200;list(c(639350, 639350, 639340, 639340, 639350, 7691690, 7691680, 7691680, 7691690, 7691690));0,266940298507463
"474";474;0,450554048962658;2023-08-20;0,247313432835821;0,00082089552238806;0;0;40200;list(c(639360, 639360, 639350, 639350, 639360, 7691690, 7691680, 7691680, 7691690, 7691690));0,0620335820895522
"475";475;0,433336627465906;2023-08-16;0,00355721393034826;0;0;0;40200;list(c(639370, 639370, 639360, 639360, 639370, 7691690, 7691680, 7691680, 7691690, 7691690));0,000889303482587065
"476";476;0,437866240674339;2023-08-17;0;0;0;0;40200;list(c(639380, 639380, 639370, 639370, 639380, 7691690, 7691680, 7691680, 7691690, 7691690));0
"477";477;0,440592833459959;2023-08-17;0,0368905472636816;0;0;0;40200;list(c(639390, 639390, 639380, 639380, 639390, 7691690, 7691680, 7691680, 7691690, 7691690));0,0092226368159204
"478";478;0,437210017917096;2023-08-16;0,0417661691542289;0;0;0;40200;list(c(639400, 639400, 639390, 639390, 639400, 7691690, 7691680, 7691680, 7691690, 7691690));0,0104415422885572
"479";479;0,440238942028373;2023-08-16;0,221766169154229;0;0;0;40200;list(c(639410, 639410, 639400, 639400, 639410, 7691690, 7691680, 7691680, 7691690, 7691690));0,0554415422885572
"480";480;0,413400445162551;2023-08-16;0,393482587064677;0;0;0;40200;list(c(639420, 639420, 639410, 639410, 639420, 7691690, 7691680, 7691680, 7691690, 7691690));0,0983706467661691
"481";481;0,397312011002214;2023-08-14;0,498432835820896;0,000323383084577114;0;0;40200;list(c(639430, 639430, 639420, 639420, 639430, 7691690, 7691680, 7691680, 7691690, 7691690));0,124689054726368
"482";482;0,420258446130902;2023-08-14;0,804402985074627;0;0;0;40200;list(c(639440, 639440, 639430, 639430, 639440, 7691690, 7691680, 7691680, 7691690, 7691690));0,201100746268657
"483";483;0,440884259835002;2023-08-14;0,91863184079602;0;0;0;40200;list(c(639450, 639450, 639440, 639440, 639450, 7691690, 7691680, 7691680, 7691690, 7691690));0,229657960199005
"484";484;0,449614207187551;2023-08-13;1;0,000124378109452736;0,000348258706467662;0;40200;list(c(639460, 639460, 639450, 639450, 639460, 7691690, 7691680, 7691680, 7691690, 7691690));0,25011815920398
"485";485;0,448816544390866;2023-08-13;1;0;0;0;40200;list(c(639470, 639470, 639460, 639460, 639470, 7691690, 7691680, 7691680, 7691690, 7691690));0,25
"486";486;0,449011436387082;2023-08-13;1;0;0;0;40200;list(c(639480, 639480, 639470, 639470, 639480, 7691690, 7691680, 7691680, 7691690, 7691690));0,25
"487";487;0,434883844791329;2023-08-13;1;0;0;0;40200;list(c(639490, 639490, 639480, 639480, 639490, 7691690, 7691680, 7691680, 7691690, 7691690));0,25
"488";488;0,419619223219343;2023-08-13;NA;NA;NA;NA;NA;list(c(639500, 639500, 639490, 639490, 639500, 7691690, 7691680, 7691680, 7691690, 7691690));NA
"489";489;0,423582704213914;2023-08-13;NA;NA;NA;NA;NA;list(c(639510, 639510, 639500, 639500, 639510, 7691690, 7691680, 7691680, 7691690, 7691690));NA
"490";490;0,414295295908232;2023-08-14;NA;NA;NA;NA;NA;list(c(639520, 639520, 639510, 639510, 639520, 7691690, 7691680, 7691680, 7691690, 7691690));NA
"491";491;0,464001244494284;2023-08-19;NA;NA;NA;NA;NA;list(c(639180, 639180, 639170, 639170, 639180, 7691680, 7691670, 7691670, 7691680, 7691680));NA
"492";492;0,451522439529072;2023-08-18;NA;NA;NA;NA;NA;list(c(639190, 639190, 639180, 639180, 639190, 7691680, 7691670, 7691670, 7691680, 7691680));NA
"493";493;0,456157552587683;2023-08-19;NA;NA;NA;NA;NA;list(c(639200, 639200, 639190, 639190, 639200, 7691680, 7691670, 7691670, 7691680, 7691680));NA
"494";494;0,446022713113052;2023-08-18;NA;NA;NA;NA;NA;list(c(639210, 639210, 639200, 639200, 639210, 7691680, 7691670, 7691670, 7691680, 7691680));NA
"495";495;0,45331612067821;2023-08-21;NA;NA;NA;NA;NA;list(c(639220, 639220, 639210, 639210, 639220, 7691680, 7691670, 7691670, 7691680, 7691680));NA
"496";496;0,440377597071347;2023-08-20;NA;NA;NA;NA;NA;list(c(639230, 639230, 639220, 639220, 639230, 7691680, 7691670, 7691670, 7691680, 7691680));NA
"497";497;0,459999995087855;2023-08-18;NA;NA;NA;NA;NA;list(c(639240, 639240, 639230, 639230, 639240, 7691680, 7691670, 7691670, 7691680, 7691680));NA
"498";498;0,475767943455139;2023-08-17;0,011;0;0;0;40000;list(c(639250, 639250, 639240, 639240, 639250, 7691680, 7691670, 7691670, 7691680, 7691680));0,00275
"499";499;0,474495591406594;2023-08-17;0,00745;0;0;0;40000;list(c(639260, 639260, 639250, 639250, 639260, 7691680, 7691670, 7691670, 7691680, 7691680));0,0018625
"500";500;0,459633706544992;2023-08-17;0,00134328358208955;0;0;0;40200;list(c(639270, 639270, 639260, 639260, 639270, 7691680, 7691670, 7691670, 7691680, 7691680));0,000335820895522388
"501";501;0,426297547950526;2023-08-18;0,227075;0;0;0;40000;list(c(639280, 639280, 639270, 639270, 639280, 7691680, 7691670, 7691670, 7691680, 7691680));0,05676875
"502";502;0,421015599153179;2023-08-18;0,51415;0;0;0;40000;list(c(639290, 639290, 639280, 639280, 639290, 7691680, 7691670, 7691670, 7691680, 7691680));0,1285375
"503";503;0,392316305049462;2023-08-19;1;0;0;0;40000;list(c(639300, 639300, 639290, 639290, 639300, 7691680, 7691670, 7691670, 7691680, 7691680));0,25
"504";504;0,358572961769823;2023-08-21;1;0;0;0;40000;list(c(639310, 639310, 639300, 639300, 639310, 7691680, 7691670, 7691670, 7691680, 7691680));0,25
"505";505;0,377566528353782;2023-08-19;0,256075;0;0;0;40000;list(c(639320, 639320, 639310, 639310, 639320, 7691680, 7691670, 7691670, 7691680, 7691680));0,06401875
"506";506;0,39984186435322;2023-08-18;0,0407;0;0;0;40000;list(c(639330, 639330, 639320, 639320, 639330, 7691680, 7691670, 7691670, 7691680, 7691680));0,010175
"507";507;0,330720027151983;2023-08-21;0,57745;0,0027;0,000175;0,0035;40000;list(c(639340, 639340, 639330, 639330, 639340, 7691680, 7691670, 7691670, 7691680, 7691680));0,14595625
"508";508;0,314206350689346;2023-08-24;1;0,003725;0,000575;0,11505;40000;list(c(639350, 639350, 639340, 639340, 639350, 7691680, 7691670, 7691670, 7691680, 7691680));0,2798375
"509";509;0,394508374680299;2023-08-24;0,98895;0,049675;0,0215;0,117625;40000;list(c(639360, 639360, 639350, 639350, 639360, 7691680, 7691670, 7691670, 7691680, 7691680));0,2944375
"510";510;0,449997771924245;2023-08-22;0,824425;0,007425;0,004375;0,002275;40000;list(c(639370, 639370, 639360, 639360, 639370, 7691680, 7691670, 7691670, 7691680, 7691680));0,209625
"511";511;0,483553448066232;2023-08-19;0,604525;0,0008;0;0;40000;list(c(639380, 639380, 639370, 639370, 639380, 7691680, 7691670, 7691670, 7691680, 7691680));0,15133125
"512";512;0,474916005783598;2023-08-17;0,134325;0;0;0;40000;list(c(639390, 639390, 639380, 639380, 639390, 7691680, 7691670, 7691670, 7691680, 7691680));0,03358125
"513";513;0,455618195497664;2023-08-16;0,006075;0;0;0;40000;list(c(639400, 639400, 639390, 639390, 639400, 7691680, 7691670, 7691670, 7691680, 7691680));0,00151875
"514";514;0,449096867276239;2023-08-16;0,233875;0;0;0;40000;list(c(639410, 639410, 639400, 639400, 639410, 7691680, 7691670, 7691670, 7691680, 7691680));0,05846875
"515";515;0,435224855478737;2023-08-16;0,493375;0;0;0;40000;list(c(639420, 639420, 639410, 639410, 639420, 7691680, 7691670, 7691670, 7691680, 7691680));0,12334375
"516";516;0,419666567875538;2023-08-16;0,258125;0;0;0;40000;list(c(639430, 639430, 639420, 639420, 639430, 7691680, 7691670, 7691670, 7691680, 7691680));0,06453125
"517";517;0,43306054561981;2023-08-16;0,795;0;0;0;40000;list(c(639440, 639440, 639430, 639430, 639440, 7691680, 7691670, 7691670, 7691680, 7691680));0,19875
"518";518;0,45670485671144;2023-08-13;0,999725;0,000125;0,0002;0;40000;list(c(639450, 639450, 639440, 639440, 639450, 7691680, 7691670, 7691670, 7691680, 7691680));0,2500125
"519";519;0,474756743773469;2023-08-13;1;0;0,000025;0;40000;list(c(639460, 639460, 639450, 639450, 639460, 7691680, 7691670, 7691670, 7691680, 7691680));0,25000625
"520";520;0,482038682050188;2023-08-13;1;0;0;0;40000;list(c(639470, 639470, 639460, 639460, 639470, 7691680, 7691670, 7691670, 7691680, 7691680));0,25
"521";521;0,462896082695806;2023-08-12;0,999925;0;0;0;40000;list(c(639480, 639480, 639470, 639470, 639480, 7691680, 7691670, 7691670, 7691680, 7691680));0,24998125
"522";522;0,434686115593649;2023-08-12;NA;NA;NA;NA;NA;list(c(639490, 639490, 639480, 639480, 639490, 7691680, 7691670, 7691670, 7691680, 7691680));NA
"523";523;0,414899904295453;2023-08-13;NA;NA;NA;NA;NA;list(c(639500, 639500, 639490, 639490, 639500, 7691680, 7691670, 7691670, 7691680, 7691680));NA
"524";524;0,398976112832315;2023-08-13;NA;NA;NA;NA;NA;list(c(639510, 639510, 639500, 639500, 639510, 7691680, 7691670, 7691670, 7691680, 7691680));NA
"525";525;0,377542328293202;2023-08-14;NA;NA;NA;NA;NA;list(c(639520, 639520, 639510, 639510, 639520, 7691680, 7691670, 7691670, 7691680, 7691680));NA
"526";526;0,447844382848416;2023-08-20;NA;NA;NA;NA;NA;list(c(639180, 639180, 639170, 639170, 639180, 7691670, 7691660, 7691660, 7691670, 7691670));NA
"527";527;0,425808541906008;2023-08-18;NA;NA;NA;NA;NA;list(c(639190, 639190, 639180, 639180, 639190, 7691670, 7691660, 7691660, 7691670, 7691670));NA
"528";528;0,431635934546648;2023-08-18;NA;NA;NA;NA;NA;list(c(639200, 639200, 639190, 639190, 639200, 7691670, 7691660, 7691660, 7691670, 7691670));NA
"529";529;0,438848184858216;2023-08-19;NA;NA;NA;NA;NA;list(c(639210, 639210, 639200, 639200, 639210, 7691670, 7691660, 7691660, 7691670, 7691670));NA
"530";530;0,457257239031605;2023-08-20;NA;NA;NA;NA;NA;list(c(639220, 639220, 639210, 639210, 639220, 7691670, 7691660, 7691660, 7691670, 7691670));NA
"531";531;0,454792451797402;2023-08-19;NA;NA;NA;NA;NA;list(c(639230, 639230, 639220, 639220, 639230, 7691670, 7691660, 7691660, 7691670, 7691670));NA
"532";532;0,447847190676839;2023-08-17;0;0;0;0;40000;list(c(639240, 639240, 639230, 639230, 639240, 7691670, 7691660, 7691660, 7691670, 7691670));0
"533";533;0,454406798933633;2023-08-16;0;0;0;0;40000;list(c(639250, 639250, 639240, 639240, 639250, 7691670, 7691660, 7691660, 7691670, 7691670));0
"534";534;0,472570209167316;2023-08-17;0,00035;0;0;0;40000;list(c(639260, 639260, 639250, 639250, 639260, 7691670, 7691660, 7691660, 7691670, 7691670));0,0000875
"535";535;0,470016778948775;2023-08-17;0;0;0;0;40200;list(c(639270, 639270, 639260, 639260, 639270, 7691670, 7691660, 7691660, 7691670, 7691670));0
"536";536;0,458518832121626;2023-08-18;0,733475;0;0;0;40000;list(c(639280, 639280, 639270, 639270, 639280, 7691670, 7691660, 7691660, 7691670, 7691670));0,18336875
"537";537;0,417607370080077;2023-08-18;0,823475;0,00005;0,00005;0;40000;list(c(639290, 639290, 639280, 639280, 639290, 7691670, 7691660, 7691660, 7691670, 7691670));0,20589375
"538";538;0,412849425338209;2023-08-19;1;0;0;0;40000;list(c(639300, 639300, 639290, 639290, 639300, 7691670, 7691660, 7691660, 7691670, 7691670));0,25
"539";539;0,415705647821596;2023-08-20;1;0;0;0;40000;list(c(639310, 639310, 639300, 639300, 639310, 7691670, 7691660, 7691660, 7691670, 7691670));0,25
"540";540;0,447108960201149;2023-08-19;0,6866;0;0;0;40000;list(c(639320, 639320, 639310, 639310, 639320, 7691670, 7691660, 7691660, 7691670, 7691670));0,17165
"541";541;0,468756706701242;2023-08-17;0,069825;0;0;0;40000;list(c(639330, 639330, 639320, 639320, 639330, 7691670, 7691660, 7691660, 7691670, 7691670));0,01745625
"542";542;0,436648897237319;2023-08-19;0,74315;0;0;0;40000;list(c(639340, 639340, 639330, 639330, 639340, 7691670, 7691660, 7691660, 7691670, 7691670));0,1857875
"543";543;0,362480478834186;2023-08-20;0,751125;0,001525;0;0;40000;list(c(639350, 639350, 639340, 639340, 639350, 7691670, 7691660, 7691660, 7691670, 7691670));0,1881625
"544";544;0,348553789437574;2023-08-18;0,18825;0,00055;0,002475;0,000225;40000;list(c(639360, 639360, 639350, 639350, 639360, 7691670, 7691660, 7691660, 7691670, 7691670));0,047875
"545";545;0,426470319871441;2023-08-20;0,901;0,01135;0,027875;0,0067;40000;list(c(639370, 639370, 639360, 639360, 639370, 7691670, 7691660, 7691660, 7691670, 7691670));0,23673125
"546";546;0,517127991028246;2023-08-21;0,9904;0,03555;0,034925;0,001525;40000;list(c(639380, 639380, 639370, 639370, 639380, 7691670, 7691660, 7691660, 7691670, 7691670));0,2656
"547";547;0,514858120135614;2023-08-19;0,307;0;0;0;40000;list(c(639390, 639390, 639380, 639380, 639390, 7691670, 7691660, 7691660, 7691670, 7691670));0,07675
"548";548;0,476169136003591;2023-08-17;0,055225;0;0;0;40000;list(c(639400, 639400, 639390, 639390, 639400, 7691670, 7691660, 7691660, 7691670, 7691670));0,01380625
"549";549;0,465550904278643;2023-08-17;0,138975;0;0;0;40000;list(c(639410, 639410, 639400, 639400, 639410, 7691670, 7691660, 7691660, 7691670, 7691670));0,03474375
"550";550;0,471396255758009;2023-08-17;0,079325;0;0;0;40000;list(c(639420, 639420, 639410, 639410, 639420, 7691670, 7691660, 7691660, 7691670, 7691670));0,01983125
"551";551;0,472581354755675;2023-08-16;0,412325;0;0;0;40000;list(c(639430, 639430, 639420, 639420, 639430, 7691670, 7691660, 7691660, 7691670, 7691670));0,10308125
"552";552;0,481640806523501;2023-08-15;0,97825;0,00055;0,000275;0;40000;list(c(639440, 639440, 639430, 639430, 639440, 7691670, 7691660, 7691660, 7691670, 7691670));0,24476875
"553";553;0,492645433187135;2023-08-12;1;0,00005;0,00005;0;40000;list(c(639450, 639450, 639440, 639440, 639450, 7691670, 7691660, 7691660, 7691670, 7691670));0,250025
"554";554;0,50538990086352;2023-08-14;1;0;0;0;40000;list(c(639460, 639460, 639450, 639450, 639460, 7691670, 7691660, 7691660, 7691670, 7691670));0,25
"555";555;0,510792716246215;2023-08-14;0,965525;0;0;0;40000;list(c(639470, 639470, 639460, 639460, 639470, 7691670, 7691660, 7691660, 7691670, 7691670));0,24138125
"556";556;0,487033736164449;2023-08-13;0,90485;0;0;0;40000;list(c(639480, 639480, 639470, 639470, 639480, 7691670, 7691660, 7691660, 7691670, 7691670));0,2262125
"557";557;0,455858639921644;2023-08-13;NA;NA;NA;NA;NA;list(c(639490, 639490, 639480, 639480, 639490, 7691670, 7691660, 7691660, 7691670, 7691670));NA
"558";558;0,427879020571709;2023-08-14;NA;NA;NA;NA;NA;list(c(639500, 639500, 639490, 639490, 639500, 7691670, 7691660, 7691660, 7691670, 7691670));NA
"559";559;0,403310991474427;2023-08-14;NA;NA;NA;NA;NA;list(c(639510, 639510, 639500, 639500, 639510, 7691670, 7691660, 7691660, 7691670, 7691670));NA
"560";560;0,382940288531245;2023-08-15;NA;NA;NA;NA;NA;list(c(639520, 639520, 639510, 639510, 639520, 7691670, 7691660, 7691660, 7691670, 7691670));NA
"561";561;0,462536241524504;2023-08-20;NA;NA;NA;NA;NA;list(c(639180, 639180, 639170, 639170, 639180, 7691660, 7691650, 7691650, 7691660, 7691660));NA
